geoid,State,age,season,MMWR Year/Week,Deaths from influenza
State,North Dakota,All,2017-18,201835,0
State,North Carolina,All,2017-18,201747,0
State,South Carolina,All,2017-18,201835,0
State,New York,All,2017-18,201740,0
State,Texas,All,2017-18,201743,0
Region,NA,All,2017-18,201742,1
State,Maine,All,2017-18,201748,0
State,Indiana,All,2017-18,201749,0
State,Minnesota,All,2017-18,201814,0
State,Michigan,All,2017-18,201747,0
Region,NA,All,2017-18,201743,2
State,Michigan,All,2017-18,201743,0
State,California,All,2017-18,201801,0
State,Missouri,All,2017-18,201752,0
State,Montana,All,2017-18,201839,0
State,Alaska,All,2017-18,201817,0
Region,NA,All,2017-18,201748,19
State,Rhode Island,All,2017-18,201743,0
State,Missouri,All,2017-18,201743,0
State,North Carolina,All,2017-18,201744,0
State,Rhode Island,All,2017-18,201749,0
State,Arkansas,All,2017-18,201740,0
State,Illinois,All,2017-18,201745,0
State,Georgia,All,2017-18,201746,0
State,Ohio,All,2017-18,201830,0
Region,NA,All,2017-18,201752,28
State,Iowa,All,2017-18,201749,0
State,Nebraska,All,2017-18,201823,0
State,Maine,All,2017-18,201839,0
State,Illinois,All,2017-18,201807,0
State,Washington,All,2017-18,201824,0
State,Idaho,All,2017-18,201805,0
State,Nevada,All,2017-18,201829,0
State,New York City,All,2017-18,201801,0
State,Pennsylvania,All,2017-18,201802,0
State,Virginia,All,2017-18,201834,0
State,Maryland,All,2017-18,201807,0
State,Alaska,All,2017-18,201838,0
State,Iowa,All,2017-18,201821,0
State,District of Columbia,All,2017-18,201839,0
State,District of Columbia,All,2017-18,201825,0
State,Rhode Island,All,2017-18,201806,0
State,South Dakota,All,2017-18,201833,0
State,District of Columbia,All,2017-18,201834,0
State,Massachusetts,All,2017-18,201828,0
Region,NA,All,2017-18,201805,79
State,California,All,2017-18,201806,0
Region,NA,All,2017-18,201824,0
Region,NA,All,2017-18,201823,0
National,NA,65 years and older,2017-18,201744,27
State,South Dakota,All,2017-18,201838,0
National,NA,All,2017-18,201744,36
State,Maryland,All,2017-18,201839,0
State,Pennsylvania,All,2017-18,201805,0
State,Arizona,All,2017-18,201825,0
State,Colorado,All,2017-18,201835,0
State,Connecticut,All,2017-18,201826,0
Region,NA,All,2017-18,201803,53
State,New Jersey,All,2017-18,201806,0
State,Louisiana,All,2017-18,201831,0
Region,NA,All,2017-18,201829,0
National,NA,18-64 years,2017-18,201747,11
Region,NA,All,2017-18,201821,0
State,Oregon,All,2017-18,201823,0
State,Oklahoma,All,2017-18,201838,0
Region,NA,All,2017-18,201825,0
State,New Jersey,All,2017-18,201831,0
State,Hawaii,All,2017-18,201836,0
State,Arkansas,All,2017-18,201839,0
State,Tennessee,All,2017-18,201801,0
State,Alabama,All,2017-18,201826,0
Region,NA,All,2017-18,201830,0
State,Louisiana,All,2017-18,201820,0
State,Alaska,All,2017-18,201811,0
State,Nevada,All,2017-18,201808,0
Region,NA,All,2017-18,201744,3
State,Nevada,All,2017-18,201826,0
Region,NA,All,2017-18,201818,10
State,South Carolina,All,2017-18,201819,0
State,Louisiana,All,2017-18,201810,0
State,Massachusetts,All,2017-18,201829,0
State,South Carolina,All,2017-18,201807,0
State,West Virginia,All,2017-18,201826,0
State,Washington,All,2017-18,201830,0
State,New York,All,2017-18,201811,0
State,New York City,All,2017-18,201837,0
Region,NA,All,2017-18,201815,25
State,Illinois,All,2017-18,201831,0
State,New York City,All,2017-18,201809,0
State,Massachusetts,All,2017-18,201745,0
State,Maryland,All,2017-18,201820,0
State,Washington,All,2017-18,201832,0
State,Florida,All,2017-18,201826,0
State,Delaware,All,2017-18,201812,0
Region,NA,All,2017-18,201812,34
State,Pennsylvania,All,2017-18,201817,0
State,New York City,All,2017-18,201835,0
State,District of Columbia,All,2017-18,201831,0
State,Tennessee,All,2017-18,201839,0
State,Kansas,All,2017-18,201833,0
State,Maryland,All,2017-18,201835,0
State,New Hampshire,All,2017-18,201828,0
Region,NA,All,2017-18,201810,56
Region,NA,All,2017-18,201825,0
State,Hawaii,All,2017-18,201814,0
State,Hawaii,All,2017-18,201839,0
State,Tennessee,All,2017-18,201816,0
State,California,All,2017-18,201810,0
State,Michigan,All,2017-18,201838,0
State,Tennessee,All,2017-18,201820,0
State,Massachusetts,All,2017-18,201836,0
State,South Carolina,All,2017-18,201832,0
Region,NA,All,2017-18,201826,1
State,Pennsylvania,All,2017-18,201816,0
State,Minnesota,All,2017-18,201816,0
State,New York,All,2017-18,201819,0
State,Oregon,All,2017-18,201831,0
State,Kansas,All,2017-18,201744,0
State,Louisiana,All,2017-18,201809,0
State,Texas,All,2017-18,201822,0
State,Georgia,All,2017-18,201822,0
Region,NA,All,2017-18,201830,0
State,Virginia,All,2017-18,201835,0
State,Michigan,All,2017-18,201808,0
State,Iowa,All,2017-18,201808,0
National,NA,18-64 years,2017-18,201744,6
State,Connecticut,All,2017-18,201839,0
State,Hawaii,All,2017-18,201804,0
State,South Dakota,All,2017-18,201826,0
State,Washington,All,2017-18,201827,0
State,Arizona,All,2017-18,201810,0
Region,NA,All,2017-18,201801,148
State,Oregon,All,2017-18,201833,0
Region,NA,All,2017-18,201816,10
State,District of Columbia,All,2017-18,201836,0
State,New Mexico,All,2017-18,201816,0
State,Alaska,All,2017-18,201825,0
State,Connecticut,All,2017-18,201828,0
State,Wisconsin,All,2017-18,201811,0
State,Georgia,All,2017-18,201805,0
Region,NA,All,2017-18,201820,4
Region,NA,All,2017-18,201815,7
State,South Dakota,All,2017-18,201834,0
State,New Jersey,All,2017-18,201819,0
State,New Mexico,All,2017-18,201809,0
State,Maryland,All,2017-18,201825,0
National,NA,All,2017-18,201747,48
State,Georgia,All,2017-18,201813,0
State,Wisconsin,All,2017-18,201832,0
State,Utah,All,2017-18,201837,0
State,Louisiana,All,2017-18,201818,0
State,Virginia,All,2017-18,201810,0
State,Hawaii,All,2017-18,201807,0
State,Louisiana,All,2017-18,201838,0
State,Maryland,All,2017-18,201802,0
State,Tennessee,All,2017-18,201831,0
State,Utah,All,2017-18,201809,0
State,South Carolina,All,2017-18,201837,0
State,West Virginia,All,2017-18,201817,0
State,Louisiana,All,2017-18,201814,0
State,Delaware,All,2017-18,201801,0
State,Arkansas,All,2017-18,201836,0
State,Utah,All,2017-18,201827,0
State,Louisiana,All,2017-18,201826,0
State,New York,All,2017-18,201815,0
Region,NA,All,2017-18,201745,1
State,Tennessee,All,2017-18,201823,0
State,Michigan,All,2017-18,201818,0
Region,NA,All,2017-18,201833,0
State,Louisiana,All,2017-18,201829,0
State,Missouri,All,2017-18,201822,0
State,Florida,All,2017-18,201829,0
State,West Virginia,All,2017-18,201835,0
State,Alaska,All,2017-18,201822,0
State,Delaware,All,2017-18,201830,0
Region,NA,All,2017-18,201832,0
State,South Carolina,All,2017-18,201839,0
State,Ohio,All,2017-18,201805,0
State,Alabama,All,2017-18,201815,0
State,Virginia,All,2017-18,201827,0
State,Washington,All,2017-18,201812,0
State,Ohio,All,2017-18,201810,0
State,New Hampshire,All,2017-18,201826,0
State,New York City,All,2017-18,201838,0
State,Delaware,All,2017-18,201838,0
State,Louisiana,All,2017-18,201819,0
State,West Virginia,All,2017-18,201830,0
Region,NA,All,2017-18,201831,0
State,Ohio,All,2017-18,201817,0
State,Ohio,All,2017-18,201829,0
State,New York,All,2017-18,201835,0
State,Ohio,All,2017-18,201832,0
Region,NA,All,2017-18,201821,3
Region,NA,All,2017-18,201804,104
Region,NA,All,2017-18,201829,0
State,Utah,All,2017-18,201821,0
State,Kentucky,All,2017-18,201822,0
State,Oregon,All,2017-18,201822,0
Region,NA,All,2017-18,201810,38
Region,NA,All,2017-18,201823,1
State,Kansas,All,2017-18,201831,0
Region,NA,All,2017-18,201806,86
State,Montana,All,2017-18,201832,0
State,Georgia,All,2017-18,201835,0
State,Kansas,All,2017-18,201747,0
State,New Jersey,All,2017-18,201823,0
Region,NA,All,2017-18,201817,13
Region,NA,All,2017-18,201819,9
State,Nevada,All,2017-18,201839,0
State,Montana,All,2017-18,201825,0
State,Massachusetts,All,2017-18,201830,0
State,New York City,All,2017-18,201806,0
State,Montana,All,2017-18,201831,0
State,New Jersey,All,2017-18,201802,0
State,Louisiana,All,2017-18,201816,0
State,Pennsylvania,All,2017-18,201836,0
State,Tennessee,All,2017-18,201806,0
State,Illinois,All,2017-18,201835,0
Region,NA,All,2017-18,201747,1
State,Maine,All,2017-18,201827,0
State,Oklahoma,All,2017-18,201801,0
State,Arkansas,All,2017-18,201819,0
State,Ohio,All,2017-18,201806,0
State,Oklahoma,All,2017-18,201836,0
State,New York,All,2017-18,201818,0
Region,NA,All,2017-18,201822,0
State,South Carolina,All,2017-18,201808,0
Region,NA,All,2017-18,201820,2
State,Missouri,All,2017-18,201809,0
Region,NA,All,2017-18,201819,3
State,Delaware,All,2017-18,201831,0
Region,NA,All,2017-18,201830,2
Region,NA,All,2017-18,201838,2
State,Iowa,All,2017-18,201811,0
State,Colorado,All,2017-18,201838,0
State,Iowa,All,2017-18,201834,0
State,Virginia,All,2017-18,201805,0
State,Oregon,All,2017-18,201839,0
State,Washington,All,2017-18,201816,0
State,Missouri,All,2017-18,201808,0
State,Hawaii,All,2017-18,201828,0
State,California,All,2017-18,201825,0
State,Tennessee,All,2017-18,201826,0
State,California,All,2017-18,201831,0
State,Colorado,All,2017-18,201829,0
State,Florida,All,2017-18,201803,0
State,Illinois,All,2017-18,201821,0
State,Oregon,All,2017-18,201824,0
State,Louisiana,All,2017-18,201824,0
State,Nebraska,All,2017-18,201829,0
State,Mississippi,All,2017-18,201838,0
State,Iowa,All,2017-18,201832,0
State,Utah,All,2017-18,201812,0
State,Louisiana,All,2017-18,201811,0
State,Oklahoma,All,2017-18,201825,0
Region,NA,All,2017-18,201834,1
Region,NA,All,2017-18,201818,17
State,New York,All,2017-18,201831,0
State,Rhode Island,All,2017-18,201839,0
State,Nebraska,All,2017-18,201819,0
State,Kansas,All,2017-18,201823,0
State,Montana,All,2017-18,201817,0
Region,NA,All,2017-18,201822,2
State,New York City,All,2017-18,201818,0
State,Mississippi,All,2017-18,201817,0
State,Louisiana,All,2017-18,201839,0
Region,NA,All,2017-18,201808,118
State,California,All,2017-18,201817,0
State,Vermont,All,2017-18,201839,0
Region,NA,All,2017-18,201837,0
State,Pennsylvania,All,2017-18,201826,0
State,South Carolina,All,2017-18,201804,0
State,Minnesota,All,2017-18,201828,0
State,Oklahoma,All,2017-18,201828,0
State,Louisiana,All,2017-18,201806,0
State,Pennsylvania,All,2017-18,201819,0
State,Illinois,All,2017-18,201833,0
State,Maryland,All,2017-18,201819,0
State,Connecticut,All,2017-18,201832,0
State,Missouri,All,2017-18,201838,0
State,Ohio,All,2017-18,201812,0
State,Oklahoma,All,2017-18,201827,0
State,Oklahoma,All,2017-18,201839,0
Region,NA,All,2017-18,201836,0
State,Wisconsin,All,2017-18,201835,0
State,Kentucky,All,2017-18,201817,0
Region,NA,All,2017-18,201826,2
State,Massachusetts,All,2017-18,201826,0
Region,NA,All,2017-18,201817,15
Region,NA,All,2017-18,201826,0
Region,NA,All,2017-18,201812,22
State,New Mexico,All,2017-18,201803,0
Region,NA,All,2017-18,201835,0
State,Alaska,All,2017-18,201814,0
State,District of Columbia,All,2017-18,201837,0
State,Nebraska,All,2017-18,201835,0
Region,NA,All,2017-18,201806,63
State,Florida,All,2017-18,201801,0
Region,NA,All,2017-18,201826,0
Region,NA,All,2017-18,201821,2
State,Pennsylvania,All,2017-18,201828,0
State,Pennsylvania,All,2017-18,201814,0
State,Missouri,All,2017-18,201830,0
State,New York,All,2017-18,201804,0
State,Kansas,All,2017-18,201805,0
State,South Carolina,All,2017-18,201820,0
State,Vermont,All,2017-18,201803,0
State,New Mexico,All,2017-18,201829,0
State,Minnesota,All,2017-18,201835,0
State,Ohio,All,2017-18,201838,0
State,Georgia,All,2017-18,201818,0
State,Connecticut,All,2017-18,201823,0
State,Michigan,All,2017-18,201830,0
State,Connecticut,All,2017-18,201821,0
State,South Dakota,All,2017-18,201837,0
State,Mississippi,All,2017-18,201826,0
Region,NA,All,2017-18,201832,0
State,New Mexico,All,2017-18,201820,0
State,Maryland,All,2017-18,201833,0
State,Arizona,All,2017-18,201835,0
State,Tennessee,All,2017-18,201807,0
State,California,All,2017-18,201836,0
State,Washington,All,2017-18,201805,0
State,Arkansas,All,2017-18,201815,0
State,Ohio,All,2017-18,201818,0
State,New Hampshire,All,2017-18,201827,0
State,Missouri,All,2017-18,201823,0
State,Kansas,All,2017-18,201814,0
State,Kansas,All,2017-18,201824,0
State,Arizona,All,2017-18,201836,0
National,NA,0-17 years,2017-18,201747,2
State,Missouri,All,2017-18,201810,0
State,District of Columbia,All,2017-18,201838,0
Region,NA,All,2017-18,201831,0
State,Kansas,All,2017-18,201809,0
State,New Mexico,All,2017-18,201833,0
National,NA,0-17 years,2017-18,201744,3
State,Arkansas,All,2017-18,201810,0
State,New Mexico,All,2017-18,201802,0
State,Colorado,All,2017-18,201831,0
State,Missouri,All,2017-18,201836,0
Region,NA,All,2017-18,201836,0
State,Maryland,All,2017-18,201813,0
Region,NA,All,2017-18,201823,0
State,New Hampshire,All,2017-18,201838,0
State,Georgia,All,2017-18,201827,0
National,NA,65 years and older,2017-18,201747,35
State,Arkansas,All,2017-18,201824,0
State,New Mexico,All,2017-18,201836,0
State,Oklahoma,All,2017-18,201822,0
State,California,All,2017-18,201826,0
State,Pennsylvania,All,2017-18,201835,0
State,Rhode Island,All,2017-18,201804,0
Region,NA,All,2017-18,201803,102
State,Ohio,All,2017-18,201834,0
State,South Carolina,All,2017-18,201824,0
State,New York City,All,2017-18,201817,0
State,New Hampshire,All,2017-18,201839,0
State,Florida,All,2017-18,201810,0
Region,NA,All,2017-18,201839,1
State,Massachusetts,All,2017-18,201832,0
State,Oklahoma,All,2017-18,201835,0
State,Pennsylvania,All,2017-18,201838,0
State,South Carolina,All,2017-18,201834,0
Region,NA,All,2017-18,201822,0
Region,NA,All,2017-18,201821,3
State,Vermont,All,2017-18,201825,0
State,Mississippi,All,2017-18,201806,0
Region,NA,All,2017-18,201824,2
State,Arkansas,All,2017-18,201808,0
Region,NA,All,2017-18,201807,94
State,Arkansas,All,2017-18,201831,0
State,Michigan,All,2017-18,201811,0
Region,NA,All,2017-18,201827,0
State,Rhode Island,All,2017-18,201826,0
State,Kentucky,All,2017-18,201825,0
State,Tennessee,All,2017-18,201812,0
State,Michigan,All,2017-18,201803,0
State,Ohio,All,2017-18,201813,0
State,Ohio,All,2017-18,201839,0
State,Arkansas,All,2017-18,201837,0
State,Georgia,All,2017-18,201823,0
State,Missouri,All,2017-18,201806,0
State,Georgia,All,2017-18,201806,0
State,Alaska,All,2017-18,201839,0
Region,NA,All,2017-18,201810,48
State,Nevada,All,2017-18,201811,0
State,Delaware,All,2017-18,201828,0
State,Alabama,All,2017-18,201817,0
State,Alaska,All,2017-18,201836,0
Region,NA,All,2017-18,201823,4
State,Kansas,All,2017-18,201832,0
Region,NA,All,2017-18,201827,0
State,Kansas,All,2017-18,201836,0
State,Arizona,All,2017-18,201816,0
State,Minnesota,All,2017-18,201831,0
Region,NA,All,2017-18,201807,39
State,West Virginia,All,2017-18,201801,0
State,Louisiana,All,2017-18,201830,0
State,Delaware,All,2017-18,201837,0
Region,NA,All,2017-18,201830,0
State,New Jersey,All,2017-18,201829,0
State,Missouri,All,2017-18,201826,0
State,Massachusetts,All,2017-18,201831,0
State,Oregon,All,2017-18,201803,0
State,Alaska,All,2017-18,201837,0
State,Delaware,All,2017-18,201827,0
State,Illinois,All,2017-18,201817,0
State,Missouri,All,2017-18,201819,0
State,West Virginia,All,2017-18,201834,0
State,Vermont,All,2017-18,201833,0
State,Michigan,All,2017-18,201817,0
State,California,All,2017-18,201830,0
State,Oregon,All,2017-18,201820,0
Region,NA,All,2017-18,201818,8
State,Tennessee,All,2017-18,201803,0
State,West Virginia,All,2017-18,201808,0
State,Florida,All,2017-18,201824,0
Region,NA,All,2017-18,201817,19
Region,NA,All,2017-18,201806,112
State,Michigan,All,2017-18,201809,0
State,New York,All,2017-18,201817,0
State,Missouri,All,2017-18,201825,0
Region,NA,All,2017-18,201820,1
State,Hawaii,All,2017-18,201829,0
Region,NA,All,2017-18,201803,132
State,Pennsylvania,All,2017-18,201818,0
State,Oregon,All,2017-18,201807,0
State,Vermont,All,2017-18,201826,0
State,Oregon,All,2017-18,201834,0
State,Kentucky,All,2017-18,201834,0
State,Mississippi,All,2017-18,201824,0
State,Missouri,All,2017-18,201813,0
State,Wyoming,All,2017-18,201837,0
State,Michigan,All,2017-18,201832,0
State,California,All,2017-18,201822,0
State,Ohio,All,2017-18,201835,0
State,Hawaii,All,2017-18,201834,0
State,New Jersey,All,2017-18,201833,0
State,Montana,All,2017-18,201835,0
Region,NA,All,2017-18,201806,111
State,Massachusetts,All,2017-18,201808,0
State,Oregon,All,2017-18,201816,0
State,Maryland,All,2017-18,201828,0
State,Kansas,All,2017-18,201829,0
State,Michigan,All,2017-18,201822,0
State,New York,All,2017-18,201810,0
State,West Virginia,All,2017-18,201827,0
State,Michigan,All,2017-18,201804,0
State,Maryland,All,2017-18,201836,0
State,Georgia,All,2017-18,201811,0
Region,NA,All,2017-18,201808,61
State,Georgia,All,2017-18,201809,0
State,Louisiana,All,2017-18,201823,0
State,Mississippi,All,2017-18,201801,0
State,New York,All,2017-18,201805,0
State,South Dakota,All,2017-18,201832,0
State,Pennsylvania,All,2017-18,201837,0
Region,NA,All,2017-18,201815,18
State,South Dakota,All,2017-18,201822,0
State,Arkansas,All,2017-18,201817,0
State,Georgia,All,2017-18,201820,0
State,Ohio,All,2017-18,201814,0
State,Washington,All,2017-18,201820,0
State,Alabama,All,2017-18,201818,0
Region,NA,All,2017-18,201813,24
State,Oklahoma,All,2017-18,201814,0
State,Virginia,All,2017-18,201815,0
Region,NA,All,2017-18,201828,0
State,South Carolina,All,2017-18,201809,0
State,Mississippi,All,2017-18,201831,0
State,Louisiana,All,2017-18,201812,0
State,Georgia,All,2017-18,201819,0
State,Arizona,All,2017-18,201819,0
State,South Carolina,All,2017-18,201823,0
State,Tennessee,All,2017-18,201828,0
State,Colorado,All,2017-18,201826,0
State,Florida,All,2017-18,201821,0
State,Alabama,All,2017-18,201834,0
State,South Carolina,All,2017-18,201806,0
State,Maine,All,2017-18,201825,0
State,Oregon,All,2017-18,201812,0
State,Michigan,All,2017-18,201807,0
State,Minnesota,All,2017-18,201821,0
State,California,All,2017-18,201837,0
State,Oklahoma,All,2017-18,201807,0
State,Utah,All,2017-18,201834,0
State,Arkansas,All,2017-18,201828,0
State,Missouri,All,2017-18,201834,0
State,Delaware,All,2017-18,201832,0
State,Massachusetts,All,2017-18,201812,0
Region,NA,All,2017-18,201825,0
State,Rhode Island,All,2017-18,201821,0
State,Virginia,All,2017-18,201838,0
State,New York,All,2017-18,201814,0
Region,NA,All,2017-18,201810,49
State,Oregon,All,2017-18,201818,0
State,Michigan,All,2017-18,201835,0
Region,NA,All,2017-18,201824,2
State,West Virginia,All,2017-18,201818,0
State,Ohio,All,2017-18,201803,0
State,Alabama,All,2017-18,201810,0
State,Virginia,All,2017-18,201809,0
State,Alabama,All,2017-18,201836,0
State,Utah,All,2017-18,201836,0
Region,NA,All,2017-18,201801,65
State,California,All,2017-18,201813,0
State,New York City,All,2017-18,201819,0
State,Nevada,All,2017-18,201806,0
Region,NA,All,2017-18,201808,97
State,Louisiana,All,2017-18,201813,0
State,Massachusetts,All,2017-18,201833,0
State,Illinois,All,2017-18,201827,0
State,Virginia,All,2017-18,201822,0
Region,NA,All,2017-18,201812,25
State,Michigan,All,2017-18,201823,0
State,Kentucky,All,2017-18,201813,0
Region,NA,All,2017-18,201820,5
State,Oregon,All,2017-18,201815,0
State,California,All,2017-18,201802,0
State,New Jersey,All,2017-18,201814,0
State,South Carolina,All,2017-18,201805,0
Region,NA,All,2017-18,201816,9
Region,NA,All,2017-18,201839,0
State,Mississippi,All,2017-18,201827,0
State,Alabama,All,2017-18,201802,0
State,Florida,All,2017-18,201812,0
State,Wisconsin,All,2017-18,201809,0
State,Georgia,All,2017-18,201816,0
State,Wisconsin,All,2017-18,201826,0
Region,NA,All,2017-18,201807,125
State,Idaho,All,2017-18,201803,0
Region,NA,All,2017-18,201814,14
Region,NA,All,2017-18,201837,0
Region,NA,All,2017-18,201816,5
State,New Mexico,All,2017-18,201823,0
Region,NA,All,2017-18,201822,7
State,Hawaii,All,2017-18,201812,0
State,Alabama,All,2017-18,201835,0
State,Texas,All,2017-18,201818,0
State,Kansas,All,2017-18,201821,0
State,Ohio,All,2017-18,201822,0
State,Rhode Island,All,2017-18,201819,0
State,Oregon,All,2017-18,201802,0
State,Michigan,All,2017-18,201812,0
State,Pennsylvania,All,2017-18,201831,0
State,Montana,All,2017-18,201838,0
State,Michigan,All,2017-18,201815,0
State,Georgia,All,2017-18,201830,0
Region,NA,All,2017-18,201824,3
State,Mississippi,All,2017-18,201822,0
State,Arkansas,All,2017-18,201835,0
State,Connecticut,All,2017-18,201837,0
State,Arkansas,All,2017-18,201807,0
Region,NA,All,2017-18,201835,1
State,Kansas,All,2017-18,201838,0
State,New Mexico,All,2017-18,201835,0
State,Iowa,All,2017-18,201809,0
State,Mississippi,All,2017-18,201836,0
State,South Carolina,All,2017-18,201836,0
Region,NA,All,2017-18,201833,2
State,Arkansas,All,2017-18,201825,0
State,Nevada,All,2017-18,201803,0
State,Oregon,All,2017-18,201817,0
State,Ohio,All,2017-18,201837,0
Region,NA,All,2017-18,201835,0
State,Georgia,All,2017-18,201804,0
State,Oregon,All,2017-18,201830,0
State,Florida,All,2017-18,201822,0
State,New Mexico,All,2017-18,201837,0
Region,NA,All,2017-18,201823,3
State,Michigan,All,2017-18,201806,0
State,Kentucky,All,2017-18,201827,0
Region,NA,All,2017-18,201802,91
State,Alabama,All,2017-18,201809,0
State,Pennsylvania,All,2017-18,201815,0
State,Maine,All,2017-18,201833,0
State,Oklahoma,All,2017-18,201804,0
State,Missouri,All,2017-18,201801,0
State,Texas,All,2017-18,201807,0
State,New York City,All,2017-18,201829,0
State,Missouri,All,2017-18,201815,0
State,Alabama,All,2017-18,201808,0
State,Illinois,All,2017-18,201829,0
State,District of Columbia,All,2017-18,201827,0
State,New York City,All,2017-18,201825,0
State,Ohio,All,2017-18,201815,0
State,Washington,All,2017-18,201828,0
State,Ohio,All,2017-18,201836,0
State,New York City,All,2017-18,201823,0
State,Wyoming,All,2017-18,201834,0
State,Virginia,All,2017-18,201808,0
State,Maryland,All,2017-18,201834,0
State,Tennessee,All,2017-18,201815,0
Region,NA,All,2017-18,201830,2
State,Alaska,All,2017-18,201824,0
State,North Dakota,All,2017-18,201829,0
State,North Carolina,All,2017-18,201824,0
State,New Jersey,All,2017-18,201818,0
State,Mississippi,All,2017-18,201815,0
Region,NA,All,2017-18,201817,14
State,Washington,All,2017-18,201807,0
State,Mississippi,All,2017-18,201810,0
State,Virginia,All,2017-18,201812,0
State,Wisconsin,All,2017-18,201837,0
State,Michigan,All,2017-18,201819,0
State,Delaware,All,2017-18,201826,0
State,Alabama,All,2017-18,201830,0
Region,NA,All,2017-18,201808,32
State,Virginia,All,2017-18,201826,0
Region,NA,All,2017-18,201808,69
State,Mississippi,All,2017-18,201807,0
State,Ohio,All,2017-18,201807,0
State,Virginia,All,2017-18,201833,0
State,New York,All,2017-18,201829,0
Region,NA,All,2017-18,201825,2
State,Minnesota,All,2017-18,201832,0
State,Georgia,All,2017-18,201807,0
State,California,All,2017-18,201807,0
Region,NA,All,2017-18,201807,143
State,California,All,2017-18,201833,0
State,Washington,All,2017-18,201837,0
State,Mississippi,All,2017-18,201812,0
State,Iowa,All,2017-18,201807,0
State,Texas,All,2017-18,201828,0
State,Ohio,All,2017-18,201809,0
Region,NA,All,2017-18,201828,0
Region,NA,All,2017-18,201812,26
State,Washington,All,2017-18,201811,0
State,Michigan,All,2017-18,201805,0
State,Nebraska,All,2017-18,201832,0
Region,NA,All,2017-18,201834,0
State,New York,All,2017-18,201806,0
State,Washington,All,2017-18,201804,0
Region,NA,All,2017-18,201819,2
State,Oregon,All,2017-18,201810,0
State,West Virginia,All,2017-18,201820,0
Region,NA,All,2017-18,201815,30
Region,NA,All,2017-18,201831,0
State,Kentucky,All,2017-18,201836,0
State,New Mexico,All,2017-18,201824,0
State,Virginia,All,2017-18,201804,0
State,Virginia,All,2017-18,201803,0
State,Oklahoma,All,2017-18,201837,0
State,New York City,All,2017-18,201833,0
State,Pennsylvania,All,2017-18,201812,0
State,Arkansas,All,2017-18,201832,0
State,Arizona,All,2017-18,201815,0
State,Nevada,All,2017-18,201827,0
State,North Dakota,All,2017-18,201825,0
State,Arizona,All,2017-18,201823,0
State,Washington,All,2017-18,201808,0
Region,NA,All,2017-18,201821,3
State,Georgia,All,2017-18,201834,0
State,Tennessee,All,2017-18,201821,0
Region,NA,All,2017-18,201839,1
State,Arizona,All,2017-18,201830,0
State,New Jersey,All,2017-18,201827,0
State,Mississippi,All,2017-18,201830,0
Region,NA,All,2017-18,201805,100
Region,NA,All,2017-18,201824,0
State,West Virginia,All,2017-18,201803,0
State,Colorado,All,2017-18,201830,0
State,Georgia,All,2017-18,201832,0
Region,NA,All,2017-18,201801,166
Region,NA,All,2017-18,201812,20
State,Alabama,All,2017-18,201832,0
State,Michigan,All,2017-18,201826,0
State,Oklahoma,All,2017-18,201818,0
State,South Dakota,All,2017-18,201835,0
State,Nebraska,All,2017-18,201833,0
State,Massachusetts,All,2017-18,201820,0
State,New York,All,2017-18,201821,0
State,Nebraska,All,2017-18,201817,0
State,Mississippi,All,2017-18,201821,0
State,California,All,2017-18,201824,0
State,Mississippi,All,2017-18,201803,0
State,South Dakota,All,2017-18,201823,0
State,Alaska,All,2017-18,201833,0
State,Pennsylvania,All,2017-18,201811,0
State,South Carolina,All,2017-18,201822,0
State,Texas,All,2017-18,201810,0
State,Alaska,All,2017-18,201828,0
State,Louisiana,All,2017-18,201807,0
State,Mississippi,All,2017-18,201808,0
State,Florida,All,2017-18,201838,0
State,Arkansas,All,2017-18,201833,0
State,Arizona,All,2017-18,201824,0
State,Alabama,All,2017-18,201814,0
State,West Virginia,All,2017-18,201829,0
State,Oklahoma,All,2017-18,201819,0
State,Missouri,All,2017-18,201824,0
State,Pennsylvania,All,2017-18,201808,0
State,Oklahoma,All,2017-18,201821,0
State,Delaware,All,2017-18,201836,0
State,Missouri,All,2017-18,201831,0
State,Michigan,All,2017-18,201816,0
State,Illinois,All,2017-18,201834,0
State,Missouri,All,2017-18,201812,0
Region,NA,All,2017-18,201837,0
State,New Mexico,All,2017-18,201811,0
State,Connecticut,All,2017-18,201835,0
State,Missouri,All,2017-18,201817,0
State,South Carolina,All,2017-18,201830,0
State,New Jersey,All,2017-18,201810,0
State,Utah,All,2017-18,201805,0
State,Kentucky,All,2017-18,201838,0
State,Washington,All,2017-18,201839,0
State,Massachusetts,All,2017-18,201823,0
State,Oklahoma,All,2017-18,201817,0
State,Arkansas,All,2017-18,201827,0
State,Tennessee,All,2017-18,201808,0
State,Florida,All,2017-18,201832,0
Region,NA,All,2017-18,201834,0
State,Colorado,All,2017-18,201825,0
State,Washington,All,2017-18,201815,0
State,Connecticut,All,2017-18,201825,0
Region,NA,All,2017-18,201836,0
Region,NA,All,2017-18,201809,67
State,North Carolina,All,2017-18,201816,0
Region,NA,All,2017-18,201833,0
State,Rhode Island,All,2017-18,201836,0
State,Florida,All,2017-18,201819,0
State,Georgia,All,2017-18,201837,0
State,Idaho,All,2017-18,201831,0
State,California,All,2017-18,201815,0
State,New York,All,2017-18,201808,0
State,Vermont,All,2017-18,201835,0
State,Mississippi,All,2017-18,201805,0
State,Arizona,All,2017-18,201827,0
