geoid,State,age,season,MMWR Year/Week,Deaths from influenza
State,South Carolina,All,2009-10,201015,0
State,Montana,All,2009-10,201028,0
State,Vermont,All,2009-10,201021,0
State,Florida,All,2009-10,201025,0
State,Tennessee,All,2009-10,201004,0
State,New Jersey,All,2009-10,201026,0
State,Tennessee,All,2009-10,201015,0
Region,NA,All,2009-10,201037,0
State,Connecticut,All,2009-10,200944,0
State,West Virginia,All,2009-10,200942,0
State,New Mexico,All,2009-10,201009,0
State,Virginia,All,2009-10,201021,0
National,NA,0-17 years,2009-10,201017,0
State,Arizona,All,2009-10,200950,0
Region,NA,All,2009-10,201005,1
State,South Dakota,All,2009-10,200947,0
State,Kentucky,All,2009-10,200945,0
State,South Dakota,All,2009-10,201029,0
State,Oregon,All,2009-10,201004,0
State,West Virginia,All,2009-10,201037,0
Region,NA,All,2009-10,201004,1
State,Massachusetts,All,2009-10,200948,0
National,NA,All,2009-10,201020,3
State,Minnesota,All,2009-10,201016,0
State,Wisconsin,All,2009-10,201032,0
State,Mississippi,All,2009-10,201004,0
State,Louisiana,All,2009-10,201004,0
State,Nevada,All,2009-10,201011,0
State,Wyoming,All,2009-10,200945,0
State,Hawaii,All,2009-10,201038,0
Region,NA,All,2009-10,200942,19
State,District of Columbia,All,2009-10,201004,0
State,Utah,All,2009-10,201031,0
State,Wisconsin,All,2009-10,201033,0
State,Mississippi,All,2009-10,201039,0
State,Vermont,All,2009-10,200946,0
State,Hawaii,All,2009-10,201018,0
Region,NA,All,2009-10,200941,10
State,Washington,All,2009-10,200942,0
State,South Dakota,All,2009-10,201003,0
State,California,All,2009-10,201003,0
State,Colorado,All,2009-10,200942,0
Region,NA,All,2009-10,201016,1
Region,NA,All,2009-10,201014,0
State,Maryland,All,2009-10,201018,0
State,Idaho,All,2009-10,200942,0
State,Virginia,All,2009-10,201028,0
State,New Jersey,All,2009-10,201039,0
State,Arizona,All,2009-10,201033,0
State,New Hampshire,All,2009-10,201002,0
State,Louisiana,All,2009-10,201003,0
State,Ohio,All,2009-10,201025,0
National,NA,All,2009-10,201001,37
State,Texas,All,2009-10,201029,0
State,Wisconsin,All,2009-10,200952,0
Region,NA,All,2009-10,201013,1
National,NA,18-64 years,2009-10,201005,14
State,Oklahoma,All,2009-10,201030,0
State,Oregon,All,2009-10,201027,0
State,Wyoming,All,2009-10,201032,0
Region,NA,All,2009-10,200952,2
State,New York City,All,2009-10,201006,0
State,Connecticut,All,2009-10,200949,0
State,Wyoming,All,2009-10,200949,0
Region,NA,All,2009-10,201026,0
Region,NA,All,2009-10,200951,2
State,Virginia,All,2009-10,201035,0
State,New York City,All,2009-10,200941,0
State,New York,All,2009-10,201026,0
State,Hawaii,All,2009-10,200944,0
State,South Dakota,All,2009-10,201008,0
Region,NA,All,2009-10,200943,30
Region,NA,All,2009-10,201032,1
Region,NA,All,2009-10,201029,0
State,Florida,All,2009-10,201014,0
State,Alabama,All,2009-10,201011,0
State,Arkansas,All,2009-10,201010,0
State,Missouri,All,2009-10,201034,0
Region,NA,All,2009-10,200952,11
State,Utah,All,2009-10,201033,0
National,NA,18-64 years,2009-10,201009,19
Region,NA,All,2009-10,201014,1
State,New Jersey,All,2009-10,201009,0
State,Louisiana,All,2009-10,201016,0
Region,NA,All,2009-10,201007,0
State,West Virginia,All,2009-10,201030,0
State,Washington,All,2009-10,200946,0
State,Georgia,All,2009-10,201003,0
State,Tennessee,All,2009-10,201030,0
State,Wisconsin,All,2009-10,200950,0
State,Utah,All,2009-10,201016,0
State,North Carolina,All,2009-10,201010,0
State,New Hampshire,All,2009-10,201012,0
State,Wyoming,All,2009-10,201001,0
State,Virginia,All,2009-10,200952,0
State,Texas,All,2009-10,201036,0
State,North Carolina,All,2009-10,201002,0
State,Mississippi,All,2009-10,201009,0
Region,NA,All,2009-10,201014,1
State,Illinois,All,2009-10,201017,0
State,Texas,All,2009-10,201035,0
State,New Mexico,All,2009-10,200949,0
State,New Jersey,All,2009-10,201015,0
Region,NA,All,2009-10,200941,38
State,Utah,All,2009-10,200950,0
Region,NA,All,2010-11,201134,0
Region,NA,All,2010-11,201108,19
State,Hawaii,All,2010-11,201110,0
State,Colorado,All,2010-11,201101,0
State,New York,All,2010-11,201132,0
State,Michigan,All,2010-11,201052,0
State,Idaho,All,2010-11,201132,0
State,Kentucky,All,2010-11,201117,0
Region,NA,All,2010-11,201052,1
State,Georgia,All,2010-11,201115,0
State,Colorado,All,2010-11,201119,0
State,Wisconsin,All,2010-11,201101,0
State,Kansas,All,2010-11,201045,0
State,Wisconsin,All,2010-11,201116,0
State,Illinois,All,2010-11,201127,0
State,Mississippi,All,2010-11,201105,0
State,Wisconsin,All,2010-11,201137,0
Region,NA,All,2010-11,201128,0
State,California,All,2010-11,201111,0
State,District of Columbia,All,2010-11,201106,0
Region,NA,All,2010-11,201052,0
National,NA,65 years and older,2010-11,201119,1
State,North Carolina,All,2010-11,201121,0
Region,NA,All,2010-11,201135,0
State,West Virginia,All,2010-11,201107,0
State,South Dakota,All,2010-11,201134,0
State,Maryland,All,2010-11,201113,0
State,Maine,All,2010-11,201111,0
State,Maryland,All,2010-11,201042,0
State,Colorado,All,2010-11,201127,0
State,Kentucky,All,2010-11,201105,0
State,Hawaii,All,2010-11,201134,0
State,Ohio,All,2010-11,201112,0
State,Arkansas,All,2010-11,201137,0
State,Tennessee,All,2010-11,201111,0
State,Wisconsin,All,2010-11,201130,0
State,Alabama,All,2010-11,201112,0
State,Indiana,All,2010-11,201101,0
National,NA,0-17 years,2010-11,201120,1
State,Michigan,All,2010-11,201123,0
State,Georgia,All,2010-11,201127,0
State,Colorado,All,2010-11,201108,0
State,Maine,All,2010-11,201137,0
State,New York,All,2010-11,201115,0
State,Alaska,All,2010-11,201049,0
State,Montana,All,2010-11,201041,0
State,Delaware,All,2010-11,201137,0
State,Oklahoma,All,2010-11,201116,0
Region,NA,All,2010-11,201122,1
State,California,All,2010-11,201138,0
State,Hawaii,All,2010-11,201137,0
National,NA,All,2010-11,201120,7
National,NA,18-64 years,2010-11,201137,1
State,Utah,All,2010-11,201114,0
State,Wisconsin,All,2010-11,201044,0
State,Maryland,All,2010-11,201134,0
Region,NA,All,2010-11,201051,3
State,District of Columbia,All,2010-11,201107,0
State,Ohio,All,2010-11,201048,0
State,Kentucky,All,2010-11,201048,0
Region,NA,All,2010-11,201131,0
State,Kansas,All,2010-11,201131,0
State,South Dakota,All,2010-11,201128,0
State,Colorado,All,2010-11,201049,0
State,Mississippi,All,2010-11,201126,0
State,New Mexico,All,2010-11,201043,0
State,Rhode Island,All,2010-11,201045,0
Region,NA,All,2010-11,201139,0
Region,NA,All,2010-11,201126,0
State,Michigan,All,2010-11,201129,0
Region,NA,All,2010-11,201105,18
Region,NA,All,2010-11,201133,0
State,Georgia,All,2010-11,201116,0
National,NA,65 years and older,2010-11,201049,4
State,Texas,All,2010-11,201050,0
State,Indiana,All,2010-11,201105,0
State,Colorado,All,2010-11,201126,0
State,Ohio,All,2010-11,201134,0
State,Illinois,All,2010-11,201103,0
State,Maryland,All,2010-11,201110,0
State,New Hampshire,All,2010-11,201103,0
State,Oklahoma,All,2010-11,201101,0
State,Massachusetts,All,2010-11,201116,0
State,Virginia,All,2010-11,201130,0
State,Kansas,All,2010-11,201047,0
State,Utah,All,2010-11,201109,0
State,South Dakota,All,2010-11,201118,0
State,Illinois,All,2010-11,201102,0
State,Arkansas,All,2010-11,201136,0
State,Maryland,All,2010-11,201102,0
State,California,All,2010-11,201109,0
State,Iowa,All,2010-11,201043,0
State,Oregon,All,2010-11,201136,0
National,NA,65 years and older,2010-11,201123,1
Region,NA,All,2010-11,201101,14
Region,NA,All,2010-11,201113,10
State,North Dakota,All,2010-11,201138,0
State,Washington,All,2010-11,201107,0
State,Alabama,All,2010-11,201130,0
State,Alaska,All,2010-11,201046,0
State,Colorado,All,2010-11,201120,0
State,Idaho,All,2010-11,201137,0
State,Nebraska,All,2010-11,201042,0
State,Massachusetts,All,2010-11,201106,0
National,NA,0-17 years,2010-11,201105,11
State,South Dakota,All,2010-11,201122,0
State,Alabama,All,2010-11,201042,0
State,Iowa,All,2010-11,201041,0
State,Pennsylvania,All,2010-11,201045,0
State,Hawaii,All,2010-11,201046,0
State,Nevada,All,2010-11,201049,0
State,Arizona,All,2010-11,201131,0
State,Wyoming,All,2010-11,201134,0
State,Alaska,All,2010-11,201108,0
Region,NA,All,2010-11,201103,7
National,NA,0-17 years,2010-11,201121,1
State,Illinois,All,2010-11,201121,0
State,Arkansas,All,2010-11,201102,0
State,Arizona,All,2010-11,201046,0
State,Nebraska,All,2010-11,201126,0
State,Rhode Island,All,2010-11,201106,0
State,New Hampshire,All,2010-11,201130,0
Region,NA,All,2010-11,201119,0
State,Vermont,All,2010-11,201040,0
State,Oklahoma,All,2010-11,201131,0
State,Hawaii,All,2010-11,201104,0
State,South Carolina,All,2010-11,201109,0
State,California,All,2010-11,201041,0
National,NA,0-17 years,2010-11,201133,1
State,West Virginia,All,2010-11,201117,0
State,West Virginia,All,2010-11,201130,0
Region,NA,All,2010-11,201047,1
Region,NA,All,2010-11,201108,6
State,Indiana,All,2010-11,201102,0
State,Nebraska,All,2010-11,201136,0
State,Missouri,All,2010-11,201052,0
State,Oklahoma,All,2010-11,201045,0
State,Massachusetts,All,2010-11,201043,0
State,Massachusetts,All,2010-11,201118,0
State,Indiana,All,2010-11,201107,0
State,Texas,All,2010-11,201120,0
Region,NA,All,2010-11,201124,1
Region,NA,All,2010-11,201114,1
State,Ohio,All,2010-11,201108,0
National,NA,65 years and older,2010-11,201048,4
State,Ohio,All,2010-11,201046,0
State,South Carolina,All,2010-11,201051,0
State,Alaska,All,2010-11,201103,0
State,Mississippi,All,2010-11,201124,0
State,New Mexico,All,2010-11,201106,0
State,North Carolina,All,2010-11,201128,0
State,Alaska,All,2010-11,201104,0
National,NA,65 years and older,2010-11,201132,1
State,Wyoming,All,2010-11,201117,0
State,California,All,2010-11,201133,0
State,Louisiana,All,2010-11,201103,0
Region,NA,All,2010-11,201130,0
State,Hawaii,All,2010-11,201049,0
State,New York,All,2010-11,201052,0
State,South Dakota,All,2010-11,201127,0
State,South Carolina,All,2010-11,201107,0
State,Michigan,All,2010-11,201106,0
State,New York City,All,2010-11,201134,0
State,New Hampshire,All,2010-11,201136,0
State,Ohio,All,2010-11,201120,0
State,Rhode Island,All,2010-11,201111,0
National,NA,18-64 years,2010-11,201136,0
State,California,All,2010-11,201040,0
State,Washington,All,2010-11,201139,0
National,NA,All,2010-11,201106,150
State,Pennsylvania,All,2010-11,201135,0
State,New York City,All,2010-11,201108,0
State,Louisiana,All,2010-11,201123,0
State,North Dakota,All,2010-11,201101,0
State,South Dakota,All,2010-11,201044,0
State,North Dakota,All,2010-11,201041,0
State,North Dakota,All,2010-11,201122,0
National,NA,18-64 years,2010-11,201104,32
State,Oklahoma,All,2010-11,201113,0
Region,NA,All,2010-11,201128,0
State,Missouri,All,2010-11,201121,0
State,Alaska,All,2010-11,201112,0
State,Connecticut,All,2010-11,201042,0
State,Virginia,All,2010-11,201104,0
State,West Virginia,All,2010-11,201138,0
Region,NA,All,2010-11,201115,8
State,Arizona,All,2010-11,201110,0
State,Louisiana,All,2010-11,201126,0
State,Nevada,All,2010-11,201129,0
State,Colorado,All,2010-11,201103,0
State,Vermont,All,2010-11,201127,0
National,NA,All,2010-11,201123,3
State,Virginia,All,2010-11,201049,0
Region,NA,All,2010-11,201105,15
State,Florida,All,2010-11,201116,0
State,Ohio,All,2010-11,201124,0
State,Missouri,All,2010-11,201111,0
State,Pennsylvania,All,2010-11,201046,0
Region,NA,All,2010-11,201117,2
Region,NA,All,2010-11,201042,0
State,Arkansas,All,2010-11,201118,0
State,New York City,All,2010-11,201122,0
State,Wisconsin,All,2010-11,201127,0
State,Kentucky,All,2010-11,201133,0
State,Nevada,All,2010-11,201113,0
State,Maryland,All,2010-11,201109,0
State,Minnesota,All,2010-11,201128,0
State,Kentucky,All,2010-11,201041,0
State,North Carolina,All,2010-11,201104,0
State,Pennsylvania,All,2010-11,201123,0
State,Kentucky,All,2010-11,201042,0
State,New York City,All,2010-11,201126,0
Region,NA,All,2010-11,201108,41
State,New York,All,2010-11,201042,0
State,Rhode Island,All,2010-11,201138,0
State,Alabama,All,2010-11,201046,0
State,Indiana,All,2010-11,201045,0
State,Nevada,All,2010-11,201128,0
State,Maryland,All,2010-11,201131,0
State,Illinois,All,2010-11,201046,0
State,Maine,All,2010-11,201102,0
State,Indiana,All,2010-11,201103,0
Region,NA,All,2010-11,201046,1
State,Tennessee,All,2010-11,201050,0
State,Idaho,All,2010-11,201131,0
State,Georgia,All,2010-11,201138,0
State,Oklahoma,All,2010-11,201137,0
Region,NA,All,2010-11,201116,1
State,Missouri,All,2010-11,201130,0
State,Utah,All,2010-11,201043,0
State,Louisiana,All,2010-11,201132,0
National,NA,0-17 years,2010-11,201045,1
State,Ohio,All,2010-11,201111,0
Region,NA,All,2010-11,201111,20
Region,NA,All,2010-11,201135,1
State,Nebraska,All,2010-11,201132,0
State,Rhode Island,All,2010-11,201041,0
State,Massachusetts,All,2010-11,201107,0
State,Illinois,All,2010-11,201110,0
State,Pennsylvania,All,2010-11,201116,0
State,Vermont,All,2010-11,201049,0
State,North Carolina,All,2010-11,201044,0
National,NA,0-17 years,2010-11,201112,7
State,Connecticut,All,2010-11,201050,0
State,Maine,All,2010-11,201117,0
State,Hawaii,All,2010-11,201139,0
State,Louisiana,All,2010-11,201048,0
State,Connecticut,All,2010-11,201107,0
State,Massachusetts,All,2010-11,201121,0
State,Mississippi,All,2010-11,201103,0
State,New York,All,2010-11,201125,0
State,Oregon,All,2010-11,201109,0
Region,NA,All,2010-11,201119,0
State,West Virginia,All,2010-11,201139,0
State,Minnesota,All,2010-11,201110,0
State,Wyoming,All,2010-11,201128,0
Region,NA,All,2010-11,201042,0
State,Nebraska,All,2010-11,201043,0
State,South Dakota,All,2010-11,201043,0
National,NA,18-64 years,2010-11,201105,34
State,Kentucky,All,2010-11,201135,0
State,Arkansas,All,2010-11,201117,0
State,Arkansas,All,2010-11,201101,0
State,California,All,2010-11,201121,0
State,Michigan,All,2010-11,201102,0
State,Illinois,All,2010-11,201049,0
State,Nebraska,All,2010-11,201101,0
Region,NA,All,2010-11,201124,1
State,West Virginia,All,2010-11,201116,0
State,District of Columbia,All,2010-11,201115,0
State,Hawaii,All,2010-11,201130,0
State,District of Columbia,All,2010-11,201131,0
National,NA,All,2010-11,201113,79
Region,NA,All,2010-11,201115,14
State,New York,All,2010-11,201107,0
State,Alabama,All,2010-11,201109,0
State,Utah,All,2010-11,201046,0
State,District of Columbia,All,2010-11,201104,0
State,Nevada,All,2010-11,201040,0
State,Delaware,All,2010-11,201114,0
Region,NA,All,2010-11,201120,0
State,New Jersey,All,2010-11,201114,0
National,NA,0-17 years,2010-11,201122,1
State,North Dakota,All,2010-11,201105,0
National,NA,0-17 years,2010-11,201124,1
State,New York,All,2010-11,201106,0
State,Rhode Island,All,2010-11,201122,0
State,Rhode Island,All,2010-11,201128,0
State,Texas,All,2010-11,201043,0
State,Louisiana,All,2010-11,201106,0
State,Indiana,All,2010-11,201049,0
State,Delaware,All,2010-11,201049,0
State,District of Columbia,All,2010-11,201135,0
Region,NA,All,2010-11,201139,0
State,Florida,All,2010-11,201119,0
Region,NA,All,2010-11,201110,32
State,Tennessee,All,2010-11,201046,0
State,New Mexico,All,2010-11,201137,0
Region,NA,All,2010-11,201050,2
State,Maryland,All,2010-11,201138,0
State,Illinois,All,2010-11,201138,0
State,Maryland,All,2010-11,201132,0
State,Tennessee,All,2010-11,201049,0
State,South Carolina,All,2010-11,201052,0
State,Iowa,All,2010-11,201118,0
State,Iowa,All,2010-11,201137,0
State,Utah,All,2010-11,201108,0
State,Maine,All,2010-11,201121,0
State,Kansas,All,2010-11,201117,0
State,Kansas,All,2010-11,201048,0
State,Rhode Island,All,2010-11,201134,0
State,Tennessee,All,2010-11,201134,0
State,Idaho,All,2010-11,201043,0
State,Wisconsin,All,2010-11,201134,0
State,Tennessee,All,2010-11,201129,0
State,Oregon,All,2010-11,201041,0
State,New York,All,2010-11,201133,0
Region,NA,All,2010-11,201114,7
State,Alaska,All,2010-11,201136,0
State,Virginia,All,2010-11,201041,0
State,North Carolina,All,2010-11,201049,0
State,New Hampshire,All,2010-11,201124,0
State,District of Columbia,All,2010-11,201042,0
State,Vermont,All,2010-11,201050,0
State,Montana,All,2010-11,201046,0
State,Connecticut,All,2010-11,201125,0
State,Iowa,All,2010-11,201111,0
State,North Dakota,All,2010-11,201130,0
State,South Dakota,All,2010-11,201136,0
Region,NA,All,2010-11,201043,2
National,NA,65 years and older,2010-11,201109,102
Region,NA,All,2010-11,201120,0
State,Maine,All,2010-11,201049,0
State,North Carolina,All,2010-11,201132,0
State,Nebraska,All,2010-11,201113,0
Region,NA,All,2010-11,201050,1
State,Nevada,All,2010-11,201102,0
National,NA,18-64 years,2010-11,201130,2
State,Wisconsin,All,2010-11,201115,0
State,Alabama,All,2010-11,201050,0
State,Maine,All,2010-11,201046,0
State,Missouri,All,2010-11,201051,0
State,New Mexico,All,2010-11,201120,0
State,District of Columbia,All,2010-11,201114,0
State,Ohio,All,2010-11,201122,0
State,Minnesota,All,2010-11,201126,0
State,Nevada,All,2010-11,201112,0
State,Colorado,All,2010-11,201112,0
National,NA,18-64 years,2010-11,201115,16
State,North Dakota,All,2010-11,201049,0
Region,NA,All,2010-11,201134,0
State,South Carolina,All,2010-11,201138,0
State,Mississippi,All,2010-11,201122,0
State,Georgia,All,2010-11,201122,0
State,Alaska,All,2010-11,201131,0
State,North Dakota,All,2010-11,201133,0
State,Tennessee,All,2010-11,201044,0
State,Tennessee,All,2010-11,201128,0
Region,NA,All,2010-11,201042,0
State,Ohio,All,2010-11,201117,0
State,Vermont,All,2010-11,201117,0
State,Kentucky,All,2010-11,201131,0
State,New Hampshire,All,2010-11,201133,0
State,New York,All,2010-11,201137,0
State,North Carolina,All,2010-11,201114,0
State,Vermont,All,2010-11,201135,0
State,California,All,2010-11,201117,0
Region,NA,All,2010-11,201104,7
Region,NA,All,2010-11,201109,26
State,Idaho,All,2010-11,201102,0
State,West Virginia,All,2010-11,201109,0
State,Alabama,All,2010-11,201119,0
State,Washington,All,2010-11,201122,0
State,Iowa,All,2010-11,201102,0
State,Idaho,All,2010-11,201109,0
State,South Carolina,All,2010-11,201123,0
State,Missouri,All,2010-11,201125,0
State,New Mexico,All,2010-11,201051,0
State,Michigan,All,2010-11,201138,0
State,Montana,All,2010-11,201044,0
Region,NA,All,2010-11,201136,0
State,New York,All,2010-11,201131,0
State,South Carolina,All,2010-11,201102,0
National,NA,18-64 years,2010-11,201134,1
Region,NA,All,2010-11,201047,4
State,New York,All,2010-11,201139,0
State,Rhode Island,All,2010-11,201135,0
Region,NA,All,2010-11,201127,0
State,Massachusetts,All,2010-11,201112,0
State,Utah,All,2010-11,201051,0
State,Colorado,All,2010-11,201132,0
State,Ohio,All,2010-11,201102,0
State,Alabama,All,2010-11,201107,0
State,Montana,All,2010-11,201050,0
State,Arkansas,All,2010-11,201108,0
State,New York City,All,2010-11,201128,0
Region,NA,All,2010-11,201047,1
State,Arkansas,All,2010-11,201135,0
State,Mississippi,All,2010-11,201109,0
State,Maine,All,2010-11,201131,0
State,Georgia,All,2010-11,201136,0
State,Washington,All,2010-11,201112,0
State,Arizona,All,2010-11,201114,0
State,Washington,All,2010-11,201113,0
State,Massachusetts,All,2010-11,201127,0
State,Illinois,All,2010-11,201139,0
State,Texas,All,2010-11,201101,0
State,Rhode Island,All,2010-11,201044,0
State,West Virginia,All,2010-11,201110,0
State,Texas,All,2010-11,201130,0
Region,NA,All,2010-11,201117,1
State,Delaware,All,2010-11,201052,0
State,Massachusetts,All,2010-11,201052,0
Region,NA,All,2010-11,201126,2
Region,NA,All,2010-11,201123,0
State,Virginia,All,2010-11,201135,0
State,Nebraska,All,2010-11,201124,0
State,Florida,All,2010-11,201111,0
State,Michigan,All,2010-11,201131,0
State,Georgia,All,2010-11,201108,0
State,Vermont,All,2010-11,201136,0
Region,NA,All,2010-11,201048,0
State,Virginia,All,2010-11,201114,0
State,Georgia,All,2010-11,201104,0
State,Wisconsin,All,2010-11,201046,0
State,South Carolina,All,2010-11,201106,0
State,Idaho,All,2010-11,201108,0
State,Arkansas,All,2010-11,201042,0
State,Mississippi,All,2010-11,201131,0
Region,NA,All,2010-11,201052,1
State,Delaware,All,2010-11,201051,0
State,Minnesota,All,2010-11,201042,0
State,Wyoming,All,2010-11,201138,0
State,New York City,All,2010-11,201102,0
Region,NA,All,2010-11,201117,2
State,California,All,2010-11,201115,0
State,South Carolina,All,2010-11,201135,0
State,Nevada,All,2010-11,201127,0
State,Michigan,All,2010-11,201116,0
State,New Jersey,All,2010-11,201121,0
State,Indiana,All,2010-11,201133,0
State,Vermont,All,2010-11,201123,0
State,Georgia,All,2010-11,201126,0
State,Florida,All,2010-11,201047,0
State,Indiana,All,2010-11,201122,0
State,North Dakota,All,2010-11,201109,0
State,Kansas,All,2010-11,201127,0
Region,NA,All,2010-11,201134,0
State,Idaho,All,2010-11,201104,0
State,Kentucky,All,2010-11,201121,0
State,Massachusetts,All,2010-11,201104,0
State,Colorado,All,2010-11,201128,0
State,Texas,All,2010-11,201049,0
National,NA,65 years and older,2010-11,201103,43
National,NA,All,2010-11,201110,165
State,New York,All,2010-11,201111,0
State,District of Columbia,All,2010-11,201041,0
State,North Carolina,All,2010-11,201122,0
State,Washington,All,2010-11,201136,0
Region,NA,All,2010-11,201115,3
State,Iowa,All,2010-11,201136,0
National,NA,18-64 years,2010-11,201040,3
Region,NA,All,2010-11,201111,5
State,Idaho,All,2010-11,201045,0
State,South Dakota,All,2010-11,201047,0
Region,NA,All,2010-11,201052,5
State,Tennessee,All,2010-11,201109,0
State,Missouri,All,2010-11,201123,0
State,Maryland,All,2010-11,201133,0
State,North Carolina,All,2010-11,201131,0
State,New Jersey,All,2010-11,201126,0
State,Mississippi,All,2010-11,201108,0
State,Vermont,All,2010-11,201041,0
State,Michigan,All,2010-11,201121,0
State,California,All,2010-11,201103,0
State,Georgia,All,2010-11,201043,0
State,West Virginia,All,2010-11,201108,0
State,New Mexico,All,2010-11,201050,0
State,New York City,All,2010-11,201047,0
Region,NA,All,2010-11,201048,0
Region,NA,All,2010-11,201102,2
State,Maine,All,2010-11,201109,0
National,NA,65 years and older,2010-11,201120,4
State,Alabama,All,2010-11,201116,0
State,Rhode Island,All,2010-11,201114,0
State,California,All,2010-11,201106,0
State,Pennsylvania,All,2010-11,201121,0
National,NA,65 years and older,2010-11,201114,46
State,New Hampshire,All,2010-11,201046,0
State,Maryland,All,2010-11,201111,0
Region,NA,All,2010-11,201126,0
State,Missouri,All,2010-11,201105,0
Region,NA,All,2010-11,201129,0
Region,NA,All,2010-11,201043,1
Region,NA,All,2010-11,201126,0
State,Vermont,All,2010-11,201132,0
State,Vermont,All,2010-11,201046,0
State,Kansas,All,2010-11,201136,0
State,Alabama,All,2010-11,201128,0
Region,NA,All,2010-11,201040,1
Region,NA,All,2010-11,201049,1
State,Massachusetts,All,2010-11,201137,0
State,New York,All,2010-11,201105,0
Region,NA,All,2010-11,201112,8
State,Connecticut,All,2010-11,201116,0
State,New York City,All,2010-11,201127,0
State,Hawaii,All,2010-11,201108,0
State,Maryland,All,2010-11,201046,0
State,New York,All,2010-11,201102,0
State,New Mexico,All,2010-11,201126,0
State,Tennessee,All,2010-11,201116,0
State,Washington,All,2010-11,201120,0
State,Montana,All,2010-11,201040,0
State,Illinois,All,2010-11,201041,0
State,Colorado,All,2010-11,201043,0
State,North Carolina,All,2010-11,201112,0
State,New York,All,2010-11,201043,0
State,Colorado,All,2010-11,201047,0
State,West Virginia,All,2010-11,201119,0
Region,NA,All,2010-11,201102,13
State,Washington,All,2010-11,201116,0
State,Maine,All,2010-11,201115,0
State,Wisconsin,All,2010-11,201048,0
State,Michigan,All,2010-11,201044,0
State,Indiana,All,2010-11,201047,0
State,Nebraska,All,2010-11,201119,0
State,Nevada,All,2010-11,201114,0
State,Alaska,All,2010-11,201124,0
State,Michigan,All,2010-11,201040,0
State,North Carolina,All,2010-11,201107,0
Region,NA,All,2010-11,201122,0
Region,NA,All,2010-11,201043,0
State,Pennsylvania,All,2010-11,201052,0
Region,NA,All,2010-11,201125,0
State,Kentucky,All,2010-11,201113,0
Region,NA,All,2010-11,201047,1
State,Illinois,All,2010-11,201104,0
State,North Carolina,All,2010-11,201051,0
State,Tennessee,All,2010-11,201112,0
National,NA,All,2010-11,201137,2
State,Arizona,All,2010-11,201049,0
State,Idaho,All,2010-11,201129,0
Region,NA,All,2010-11,201129,0
State,Kentucky,All,2010-11,201044,0
Region,NA,All,2010-11,201052,5
State,West Virginia,All,2010-11,201120,0
State,Missouri,All,2010-11,201110,0
Region,NA,All,2010-11,201117,0
Region,NA,All,2010-11,201115,2
Region,NA,All,2010-11,201114,7
State,Michigan,All,2010-11,201051,0
State,Colorado,All,2010-11,201118,0
State,Arkansas,All,2010-11,201125,0
State,Nevada,All,2010-11,201115,0
State,North Carolina,All,2010-11,201124,0
State,Georgia,All,2010-11,201119,0
Region,NA,All,2010-11,201108,9
State,Oklahoma,All,2010-11,201041,0
State,Alabama,All,2010-11,201044,0
State,Tennessee,All,2010-11,201040,0
Region,NA,All,2010-11,201136,0
State,Alaska,All,2010-11,201101,0
State,Kansas,All,2010-11,201135,0
State,Colorado,All,2010-11,201107,0
State,Iowa,All,2010-11,201108,0
State,Idaho,All,2010-11,201112,0
State,Kansas,All,2010-11,201041,0
State,Montana,All,2010-11,201117,0
State,Kentucky,All,2010-11,201050,0
State,District of Columbia,All,2010-11,201128,0
Region,NA,All,2010-11,201134,1
State,California,All,2010-11,201118,0
State,Illinois,All,2010-11,201125,0
State,Virginia,All,2010-11,201112,0
State,North Dakota,All,2010-11,201108,0
State,West Virginia,All,2010-11,201123,0
State,Tennessee,All,2010-11,201139,0
State,North Dakota,All,2010-11,201042,0
State,Iowa,All,2010-11,201050,0
State,Minnesota,All,2010-11,201127,0
State,Connecticut,All,2010-11,201122,0
State,Florida,All,2010-11,201102,0
State,Alaska,All,2010-11,201137,0
State,Virginia,All,2010-11,201126,0
State,New Jersey,All,2010-11,201045,0
State,Kentucky,All,2010-11,201124,0
State,Connecticut,All,2010-11,201124,0
State,Pennsylvania,All,2010-11,201117,0
State,Oklahoma,All,2010-11,201043,0
State,North Dakota,All,2010-11,201134,0
State,Kentucky,All,2010-11,201040,0
Region,NA,All,2010-11,201041,0
State,Iowa,All,2010-11,201040,0
State,California,All,2010-11,201124,0
State,Wisconsin,All,2010-11,201105,0
State,New Hampshire,All,2010-11,201050,0
Region,NA,All,2010-11,201118,1
Region,NA,All,2010-11,201041,0
State,Mississippi,All,2010-11,201107,0
State,South Dakota,All,2010-11,201102,0
State,Louisiana,All,2010-11,201125,0
National,NA,18-64 years,2010-11,201106,70
State,Rhode Island,All,2010-11,201112,0
State,Michigan,All,2010-11,201133,0
State,Rhode Island,All,2010-11,201107,0
State,Tennessee,All,2010-11,201107,0
State,Michigan,All,2010-11,201045,0
State,Washington,All,2010-11,201124,0
State,Wyoming,All,2010-11,201113,0
Region,NA,All,2010-11,201128,1
State,Wyoming,All,2010-11,201137,0
State,Kentucky,All,2010-11,201119,0
State,Indiana,All,2010-11,201131,0
State,New York City,All,2010-11,201110,0
Region,NA,All,2010-11,201135,0
State,Vermont,All,2010-11,201118,0
State,New York,All,2010-11,201104,0
State,Texas,All,2010-11,201113,0
State,Wisconsin,All,2010-11,201126,0
State,Illinois,All,2010-11,201115,0
State,North Dakota,All,2010-11,201139,0
State,Delaware,All,2010-11,201120,0
